FECHA_REGISTRO;COD_BODEGA;NOM_BODEGA;COD_NEGOCIO;NOM_NEGOCIO;COD_LINEA;NOM_LINEA;COD_MARCA;NOM_MARCA;COD_ARTICULO;NOM_ARTICULO;PRESENTACION;UNIDAD_VENTA;CANTIDAD_INICIAL;CANTIDAD_ENTRADAS;CANTIDAD_SALIDAS;CANTIDAD_VENTAS;CANTIDAD_DEVOLUCION;CANTIDAD_EXISTENCIAS;CANTIDAD_SEPARACION;CANTIDAD_RESERVA;CANTIDAD_TRANSITO;CANTIDAD_NO_APTA;FACTOR_ESTIBA;LOTE;FECHA_FAB;FECHA_VEN;COSTO;VALOR
201909;88;BODEGA NAL. DE DEVOLUCIONES   ;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;21;5;21;0;0;3;2;0;19;0;100;0;0;0;0;0
201909;C7;BOD NAL DE M/CIA NO RECIBIDA  ;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;254;3;254;0;0;1;2;0;0;0;100;0;0;0;0;0
201909;C8;BODEGA DEVOLUCION YUMBO       ;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;26;0;9;0;24;5;36;0;0;0;100;0;0;0;0;0
201909;I7;TIENDA VIRTUAL ALMACÉN DE EM;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;12;0;0;4;0;8;0;0;0;0;100;0;0;0;0;0
201910;C8;BODEGA DEVOLUCION YUMBO       ;10;DERMATOLOGICOS TQ   ;102;Caída del Cabello ;01F;01F;13208;FOLTENE FRASCO VIAL X7ML.     ;CAJx10FCO   ;24;2;0;2;0;1;1;0;0;0;0;56;0;0;0;0;0
201910;1;TECNOQUIMICAS YUMBO           ;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;14625;13164;18;4733;0;23035;3;0;0;0;100;0;0;0;0;0
201910;48;CUARTO FRIO;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;28;0;0;3;0;25;0;0;0;0;100;0;0;0;0;0
201910;88;BODEGA NAL. DE DEVOLUCIONES   ;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;5;9;18;0;5;1;0;0;28;0;100;0;0;0;0;0
201910;C8;BODEGA DEVOLUCION YUMBO       ;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;41;0;39;0;7;7;2;0;0;0;100;0;0;0;0;0
201910;I7;TIENDA VIRTUAL ALMACÉN DE EM;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;8;7;0;3;0;12;0;0;0;0;100;0;0;0;0;0
201911;1;TECNOQUIMICAS YUMBO           ;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;23038;7060;571;5430;0;23008;1089;0;0;0;100;0;0;0;0;0
201911;48;CUARTO FRIO;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;25;0;0;8;0;17;0;0;0;0;100;0;0;0;0;0
201911;88;BODEGA NAL. DE DEVOLUCIONES   ;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;1;38;40;0;3;2;0;0;1;0;100;0;0;0;0;0
201911;I7;TIENDA VIRTUAL ALMACÉN DE EM;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;12;18;0;8;0;22;0;0;0;0;100;0;0;0;0;0
201912;1;TECNOQUIMICAS YUMBO           ;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;24097;0;34;5836;0;18204;23;0;0;0;100;0;0;0;0;0
201912;48;CUARTO FRIO;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;17;12;0;7;0;22;0;0;0;0;100;0;0;0;0;0
201912;88;BODEGA NAL. DE DEVOLUCIONES   ;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;2;13;12;0;0;3;0;0;6;0;100;0;0;0;0;0
201912;C7;BOD NAL DE M/CIA NO RECIBIDA  ;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;0;368;10;0;0;258;100;0;48;0;100;0;0;0;0;0
201912;C9;BOD M/CIA NO RECIBIDA YUMBO   ;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;0;0;0;-69;0;69;0;0;0;0;100;0;0;0;0;0
201912;I7;TIENDA VIRTUAL ALMACÉN DE EM;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;22;0;0;3;0;19;0;0;0;0;100;0;0;0;0;0
202001;88;BODEGA NAL. DE DEVOLUCIONES   ;10;DERMATOLOGICOS TQ   ;102;Caída del Cabello ;01F;01F;13208;FOLTENE FRASCO VIAL X7ML.     ;CAJx10FCO   ;24;0;1;0;0;0;1;0;0;2;0;56;0;0;0;0;0
202001;1;TECNOQUIMICAS YUMBO           ;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;18227;84;40;7649;0;10619;3;0;0;0;100;0;0;0;0;0
202001;48;CUARTO FRIO;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;22;0;0;3;0;19;0;0;12;0;100;0;0;0;0;0
202001;88;BODEGA NAL. DE DEVOLUCIONES   ;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;3;7;8;0;1;2;1;0;12;0;100;0;0;0;0;0
202001;C7;BOD NAL DE M/CIA NO RECIBIDA  ;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;358;92;409;0;0;40;1;0;44;0;100;0;0;0;0;0
202001;C8;BODEGA DEVOLUCION YUMBO       ;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;0;0;0;0;1;1;0;0;0;0;100;0;0;0;0;0
202001;C9;BOD M/CIA NO RECIBIDA YUMBO   ;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;69;1;70;-1;0;1;0;0;0;0;100;0;0;0;0;0
202001;I7;TIENDA VIRTUAL ALMACÉN DE EM;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;19;0;0;1;0;18;0;0;0;0;100;0;0;0;0;0
202002;1;TECNOQUIMICAS YUMBO           ;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;10622;40;72;4494;0;6079;17;0;0;0;100;0;0;0;0;0
202002;48;CUARTO FRIO;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;19;12;0;10;0;21;0;0;0;0;100;0;0;0;0;0
202002;88;BODEGA NAL. DE DEVOLUCIONES   ;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;3;29;22;0;2;9;3;0;4;0;100;0;0;0;0;0
202002;C7;BOD NAL DE M/CIA NO RECIBIDA  ;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;41;49;86;0;0;3;1;0;0;0;100;0;0;0;0;0
202002;C8;BODEGA DEVOLUCION YUMBO       ;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;1;0;4;0;4;1;0;0;0;0;100;0;0;0;0;0
202002;I7;TIENDA VIRTUAL ALMACÉN DE EM;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;18;0;0;4;0;14;0;0;0;0;100;0;0;0;0;0
202003;1;TECNOQUIMICAS YUMBO           ;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;6096;6819;95;4576;0;8230;14;0;0;0;100;0;0;0;0;0
202003;48;CUARTO FRIO;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;21;0;0;2;0;19;0;0;0;0;100;0;0;0;0;0
202003;88;BODEGA NAL. DE DEVOLUCIONES   ;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;12;32;34;0;0;5;5;0;16;0;100;0;0;0;0;0
202003;I7;TIENDA VIRTUAL ALMACÉN DE EM;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;14;12;0;8;0;18;0;0;0;0;100;0;0;0;0;0
202004;1;TECNOQUIMICAS YUMBO           ;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;8244;0;64;1148;0;7032;0;0;0;0;100;0;0;0;0;0
202004;48;CUARTO FRIO;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;19;0;0;0;0;19;0;0;0;0;100;0;0;0;0;0
202004;88;BODEGA NAL. DE DEVOLUCIONES   ;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;10;52;23;0;0;29;10;0;17;0;100;0;0;0;0;0
202004;C7;BOD NAL DE M/CIA NO RECIBIDA  ;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;2;5;3;0;0;2;2;0;0;0;100;0;0;0;0;0
202004;I7;TIENDA VIRTUAL ALMACÉN DE EM;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;18;0;0;4;0;14;0;0;0;0;100;0;0;0;0;0
202005;1;TECNOQUIMICAS YUMBO           ;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;7032;2;0;791;0;5923;320;0;0;0;100;0;0;0;0;0
202005;48;CUARTO FRIO;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;19;0;0;0;0;19;0;0;0;0;100;0;0;0;0;0
202005;88;BODEGA NAL. DE DEVOLUCIONES   ;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;39;22;48;0;0;11;2;0;0;0;100;0;0;0;0;0
202005;I7;TIENDA VIRTUAL ALMACÉN DE EM;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;14;0;0;1;0;13;0;0;0;0;100;0;0;0;0;0
202005;71;BODEGA DIST.TAT CALI          ;35;WINNY               ;352;Winny Ultrat Sec    ;WE3;WE3;110053;WINNY ULT SEC ET 3            ;PCAx18BOLx10;1;2;0;0;0;0;2;0;0;0;0;50;0;0;0;0;0
202005;BA;CORP.COL.DE LOGISTICA CORTIJO ;35;WINNY               ;352;Winny Ultrat Sec    ;WE3;WE3;110053;WINNY ULT SEC ET 3            ;PCAx18BOLx10;1;1340;0;0;0;0;1340;0;0;0;0;50;0;0;0;0;0
202005;1;TECNOQUIMICAS YUMBO           ;35;WINNY               ;352;Winny Ultrat Sec    ;WE4;WE4;110114; WINNY ULT SEC ET 4           ;BOLx10      ;18;18;4896;420;3705;0;8;781;0;0;0;50;0;0;0;0;0
202005;43;(DEV) ING.Y MANUALID. CORTIJO ;35;WINNY               ;352;Winny Ultrat Sec    ;WE4;WE4;110114; WINNY ULT SEC ET 4           ;BOLx10      ;18;5;9;0;0;0;10;4;0;6;0;50;0;0;0;0;0
202005;71;BODEGA DIST.TAT CALI          ;35;WINNY               ;352;Winny Ultrat Sec    ;WE4;WE4;110114; WINNY ULT SEC ET 4           ;BOLx10      ;18;38;180;0;178;0;40;0;0;18;0;50;0;0;0;0;0
202005;81;(M.N.R) ING.Y MANUALI  CORTIJO;35;WINNY               ;352;Winny Ultrat Sec    ;WE4;WE4;110114; WINNY ULT SEC ET 4           ;BOLx10      ;18;288;80;360;0;0;8;0;0;101;0;50;0;0;0;0;0
202005;88;BODEGA NAL. DE DEVOLUCIONES   ;35;WINNY               ;352;Winny Ultrat Sec    ;WE4;WE4;110114; WINNY ULT SEC ET 4           ;BOLx10      ;18;14;9;10;0;0;1;12;0;6;0;50;0;0;0;0;0
202002;C7;BOD NAL DE M/CIA NO RECIBIDA  ;35;WINNY               ;352;Winny Ultrat Sec    ;WE4;WE4;110114; WINNY ULT SEC ET 4           ;BOLx10      ;18;169;78;289;-72;0;3;27;0;9;0;50;0;0;0;0;0
202003;1;TECNOQUIMICAS YUMBO           ;35;WINNY               ;352;Winny Ultrat Sec    ;WE1;WE1;110008;WINNY ULT SEC ET 1            ;PCAx18BOLx10;1;297;2883;652;741;0;1786;1;0;0;0;55;0;0;0;0;0
202003;71;BODEGA DIST.TAT CALI          ;35;WINNY               ;352;Winny Ultrat Sec    ;WE1;WE1;110008;WINNY ULT SEC ET 1            ;PCAx18BOLx10;1;1;0;0;0;0;1;0;0;0;0;55;0;0;0;0;0
202003;BA;CORP.COL.DE LOGISTICA CORTIJO ;35;WINNY               ;352;Winny Ultrat Sec    ;WE1;WE1;110008;WINNY ULT SEC ET 1            ;PCAx18BOLx10;1;0;110;0;0;0;110;0;0;0;0;55;0;0;0;0;0
202003;BF;EXPORTACIONES TECNOSUR        ;35;WINNY               ;352;Winny Ultrat Sec    ;WE1;WE1;110008;WINNY ULT SEC ET 1            ;PCAx18BOLx10;1;10;10;0;10;0;10;0;0;0;0;55;0;0;0;0;0
202003;1;TECNOQUIMICAS YUMBO           ;35;WINNY               ;352;Winny Ultrat Sec    ;WE3;WE3;110053;WINNY ULT SEC ET 3            ;PCAx18BOLx10;1;4410;3654;2398;3012;0;2648;6;0;0;0;50;0;0;0;0;0
202003;71;BODEGA DIST.TAT CALI          ;35;WINNY               ;352;Winny Ultrat Sec    ;WE3;WE3;110053;WINNY ULT SEC ET 3            ;PCAx18BOLx10;1;2;0;0;0;0;2;0;0;0;0;50;0;0;0;0;0
202003;BA;CORP.COL.DE LOGISTICA CORTIJO ;35;WINNY               ;352;Winny Ultrat Sec    ;WE3;WE3;110053;WINNY ULT SEC ET 3            ;PCAx18BOLx10;1;1040;300;0;0;0;1340;0;0;0;0;50;0;0;0;0;0
202003;BF;EXPORTACIONES TECNOSUR        ;35;WINNY               ;352;Winny Ultrat Sec    ;WE3;WE3;110053;WINNY ULT SEC ET 3            ;PCAx18BOLx10;1;60;70;0;60;0;70;0;0;0;0;50;0;0;0;0;0
202003;71;BODEGA DIST.TAT CALI          ;35;WINNY               ;352;Winny Ultrat Sec    ;WE4;WE4;110114; WINNY ULT SEC ET 4           ;BOLx10      ;18;37;486;0;482;0;41;0;0;0;0;50;0;0;0;0;0
202003;81;(M.N.R) ING.Y MANUALI  CORTIJO;35;WINNY               ;352;Winny Ultrat Sec    ;WE4;WE4;110114; WINNY ULT SEC ET 4           ;BOLx10      ;18;169;279;420;0;0;28;0;0;69;0;50;0;0;0;0;0
202003;88;BODEGA NAL. DE DEVOLUCIONES   ;35;WINNY               ;352;Winny Ultrat Sec    ;WE4;WE4;110114; WINNY ULT SEC ET 4           ;BOLx10      ;18;27;95;118;0;0;4;0;0;3;0;50;0;0;0;0;0
202003;C8;BODEGA DEVOLUCION YUMBO       ;35;WINNY               ;352;Winny Ultrat Sec    ;WE4;WE4;110114; WINNY ULT SEC ET 4           ;BOLx10      ;18;5;1;5;0;3;1;3;0;0;0;50;0;0;0;0;0
202004;1;TECNOQUIMICAS YUMBO           ;35;WINNY               ;352;Winny Ultrat Sec    ;WE1;WE1;110008;WINNY ULT SEC ET 1            ;PCAx18BOLx10;1;1787;413;356;385;0;1454;5;0;0;0;55;0;0;0;0;0
202004;71;BODEGA DIST.TAT CALI          ;35;WINNY               ;352;Winny Ultrat Sec    ;WE1;WE1;110008;WINNY ULT SEC ET 1            ;PCAx18BOLx10;1;1;0;0;0;0;1;0;0;0;0;55;0;0;0;0;0
202004;81;(M.N.R) ING.Y MANUALI  CORTIJO;35;WINNY               ;352;Winny Ultrat Sec    ;WE1;WE1;110008;WINNY ULT SEC ET 1            ;PCAx18BOLx10;1;0;19;17;0;0;2;0;0;1;0;55;0;0;0;0;0
202004;BA;CORP.COL.DE LOGISTICA CORTIJO ;35;WINNY               ;352;Winny Ultrat Sec    ;WE1;WE1;110008;WINNY ULT SEC ET 1            ;PCAx18BOLx10;1;110;0;0;0;0;110;0;0;0;0;55;0;0;0;0;0
202004;C7;BOD NAL DE M/CIA NO RECIBIDA  ;35;WINNY               ;352;Winny Ultrat Sec    ;WE1;WE1;110008;WINNY ULT SEC ET 1            ;PCAx18BOLx10;1;1;7;5;-2;0;3;2;0;1;0;55;0;0;0;0;0
202004;1;TECNOQUIMICAS YUMBO           ;35;WINNY               ;352;Winny Ultrat Sec    ;WE3;WE3;110053;WINNY ULT SEC ET 3            ;PCAx18BOLx10;1;2654;3436;1198;1955;0;2933;4;0;0;0;50;0;0;0;0;0
202004;71;BODEGA DIST.TAT CALI          ;35;WINNY               ;352;Winny Ultrat Sec    ;WE3;WE3;110053;WINNY ULT SEC ET 3            ;PCAx18BOLx10;1;2;0;0;0;0;2;0;0;0;0;50;0;0;0;0;0
202004;81;(M.N.R) ING.Y MANUALI  CORTIJO;35;WINNY               ;352;Winny Ultrat Sec    ;WE3;WE3;110053;WINNY ULT SEC ET 3            ;PCAx18BOLx10;1;0;37;33;0;0;4;0;0;2;0;50;0;0;0;0;0
202004;88;BODEGA NAL. DE DEVOLUCIONES   ;35;WINNY               ;352;Winny Ultrat Sec    ;WE3;WE3;110053;WINNY ULT SEC ET 3            ;PCAx18BOLx10;1;0;3;0;0;0;3;0;0;0;0;50;0;0;0;0;0
202004;BA;CORP.COL.DE LOGISTICA CORTIJO ;35;WINNY               ;352;Winny Ultrat Sec    ;WE3;WE3;110053;WINNY ULT SEC ET 3            ;PCAx18BOLx10;1;1340;0;0;0;0;1340;0;0;0;0;50;0;0;0;0;0
202004;C7;BOD NAL DE M/CIA NO RECIBIDA  ;35;WINNY               ;352;Winny Ultrat Sec    ;WE3;WE3;110053;WINNY ULT SEC ET 3            ;PCAx18BOLx10;1;6;11;9;-9;0;4;13;0;6;0;50;0;0;0;0;0
202004;T8;TQ LOGISTICA INVERSA          ;35;WINNY               ;352;Winny Ultrat Sec    ;WE3;WE3;110053;WINNY ULT SEC ET 3            ;PCAx18BOLx10;1;0;1;1;0;0;-5;5;0;0;0;50;0;0;0;0;0
202004;1;TECNOQUIMICAS YUMBO           ;35;WINNY               ;352;Winny Ultrat Sec    ;WE4;WE4;110114; WINNY ULT SEC ET 4           ;BOLx10      ;18;18;19338;974;18364;0;3;15;0;0;0;50;0;0;0;0;0
202004;43;(DEV) ING.Y MANUALID. CORTIJO ;35;WINNY               ;352;Winny Ultrat Sec    ;WE4;WE4;110114; WINNY ULT SEC ET 4           ;BOLx10      ;18;13;5;13;0;0;1;4;0;5;0;50;0;0;0;0;0
202004;71;BODEGA DIST.TAT CALI          ;35;WINNY               ;352;Winny Ultrat Sec    ;WE4;WE4;110114; WINNY ULT SEC ET 4           ;BOLx10      ;18;41;378;0;381;0;38;0;0;18;0;50;0;0;0;0;0
202004;81;(M.N.R) ING.Y MANUALI  CORTIJO;35;WINNY               ;352;Winny Ultrat Sec    ;WE4;WE4;110114; WINNY ULT SEC ET 4           ;BOLx10      ;18;28;338;78;0;0;288;0;0;50;0;50;0;0;0;0;0
202004;88;BODEGA NAL. DE DEVOLUCIONES   ;35;WINNY               ;352;Winny Ultrat Sec    ;WE4;WE4;110114; WINNY ULT SEC ET 4           ;BOLx10      ;18;4;7;1;0;4;4;10;0;9;0;50;0;0;0;0;0
202004;C7;BOD NAL DE M/CIA NO RECIBIDA  ;35;WINNY               ;352;Winny Ultrat Sec    ;WE4;WE4;110114; WINNY ULT SEC ET 4           ;BOLx10      ;18;12;121;83;-78;0;58;70;0;37;0;50;0;0;0;0;0
202005;1;TECNOQUIMICAS YUMBO           ;35;WINNY               ;352;Winny Ultrat Sec    ;WE1;WE1;110008;WINNY ULT SEC ET 1            ;PCAx18BOLx10;1;1459;117;89;102;0;1367;18;0;0;0;55;0;0;0;0;0
202005;71;BODEGA DIST.TAT CALI          ;35;WINNY               ;352;Winny Ultrat Sec    ;WE1;WE1;110008;WINNY ULT SEC ET 1            ;PCAx18BOLx10;1;1;0;0;0;0;1;0;0;0;0;55;0;0;0;0;0
202005;BA;CORP.COL.DE LOGISTICA CORTIJO ;35;WINNY               ;352;Winny Ultrat Sec    ;WE1;WE1;110008;WINNY ULT SEC ET 1            ;PCAx18BOLx10;1;110;0;0;0;0;110;0;0;0;0;55;0;0;0;0;0
202005;BF;EXPORTACIONES TECNOSUR        ;35;WINNY               ;352;Winny Ultrat Sec    ;WE1;WE1;110008;WINNY ULT SEC ET 1            ;PCAx18BOLx10;1;0;10;0;0;0;10;0;0;0;0;55;0;0;0;0;0
202005;1;TECNOQUIMICAS YUMBO           ;35;WINNY               ;352;Winny Ultrat Sec    ;WE3;WE3;110053;WINNY ULT SEC ET 3            ;PCAx18BOLx10;1;2937;650;278;477;0;2645;187;0;0;0;50;0;0;0;0;0
201912;71;BODEGA DIST.TAT CALI          ;35;WINNY               ;352;Winny Ultrat Sec    ;WE4;WE4;110114; WINNY ULT SEC ET 4           ;BOLx10      ;18;59;558;0;529;0;88;0;0;0;0;50;0;0;0;0;0
201912;81;(M.N.R) ING.Y MANUALI  CORTIJO;35;WINNY               ;352;Winny Ultrat Sec    ;WE4;WE4;110114; WINNY ULT SEC ET 4           ;BOLx10      ;18;21;738;450;0;0;309;0;0;241;0;50;0;0;0;0;0
201912;88;BODEGA NAL. DE DEVOLUCIONES   ;35;WINNY               ;352;Winny Ultrat Sec    ;WE4;WE4;110114; WINNY ULT SEC ET 4           ;BOLx10      ;18;3;33;35;0;0;1;0;0;11;0;50;0;0;0;0;0
201912;C7;BOD NAL DE M/CIA NO RECIBIDA  ;35;WINNY               ;352;Winny Ultrat Sec    ;WE4;WE4;110114; WINNY ULT SEC ET 4           ;BOLx10      ;18;306;120;415;-109;0;102;18;0;36;0;50;0;0;0;0;0
202001;1;TECNOQUIMICAS YUMBO           ;35;WINNY               ;352;Winny Ultrat Sec    ;WE1;WE1;110008;WINNY ULT SEC ET 1            ;PCAx18BOLx10;1;1068;198;535;360;0;371;0;0;0;0;55;0;0;0;0;0
202001;43;(DEV) ING.Y MANUALID. CORTIJO ;35;WINNY               ;352;Winny Ultrat Sec    ;WE1;WE1;110008;WINNY ULT SEC ET 1            ;PCAx18BOLx10;1;7;4;8;0;0;3;0;0;0;0;55;0;0;0;0;0
202001;71;BODEGA DIST.TAT CALI          ;35;WINNY               ;352;Winny Ultrat Sec    ;WE1;WE1;110008;WINNY ULT SEC ET 1            ;PCAx18BOLx10;1;1;2;2;0;0;1;0;0;0;0;55;0;0;0;0;0
202001;C7;BOD NAL DE M/CIA NO RECIBIDA  ;35;WINNY               ;352;Winny Ultrat Sec    ;WE1;WE1;110008;WINNY ULT SEC ET 1            ;PCAx18BOLx10;1;5;3;9;-3;0;1;1;0;4;0;55;0;0;0;0;0
202001;1;TECNOQUIMICAS YUMBO           ;35;WINNY               ;352;Winny Ultrat Sec    ;WE3;WE3;110053;WINNY ULT SEC ET 3            ;PCAx18BOLx10;1;2622;1378;1275;1749;0;924;52;0;0;0;50;0;0;0;0;0
202001;71;BODEGA DIST.TAT CALI          ;35;WINNY               ;352;Winny Ultrat Sec    ;WE3;WE3;110053;WINNY ULT SEC ET 3            ;PCAx18BOLx10;1;1;3;2;0;0;2;0;0;0;0;50;0;0;0;0;0
202001;BA;CORP.COL.DE LOGISTICA CORTIJO ;35;WINNY               ;352;Winny Ultrat Sec    ;WE3;WE3;110053;WINNY ULT SEC ET 3            ;PCAx18BOLx10;1;790;0;500;0;0;290;0;0;0;0;50;0;0;0;0;0
202001;C7;BOD NAL DE M/CIA NO RECIBIDA  ;35;WINNY               ;352;Winny Ultrat Sec    ;WE3;WE3;110053;WINNY ULT SEC ET 3            ;PCAx18BOLx10;1;3;10;11;-8;0;6;4;0;8;0;50;0;0;0;0;0
202001;T8;TQ LOGISTICA INVERSA          ;35;WINNY               ;352;Winny Ultrat Sec    ;WE3;WE3;110053;WINNY ULT SEC ET 3            ;PCAx18BOLx10;1;0;0;0;0;0;-1;1;0;0;0;50;0;0;0;0;0
202001;1;TECNOQUIMICAS YUMBO           ;35;WINNY               ;352;Winny Ultrat Sec    ;WE4;WE4;110114; WINNY ULT SEC ET 4           ;BOLx10      ;18;77;25039;897;24183;0;11;25;0;0;0;50;0;0;0;0;0
202001;43;(DEV) ING.Y MANUALID. CORTIJO ;35;WINNY               ;352;Winny Ultrat Sec    ;WE4;WE4;110114; WINNY ULT SEC ET 4           ;BOLx10      ;18;2;98;59;0;0;41;0;0;37;0;50;0;0;0;0;0
202001;71;BODEGA DIST.TAT CALI          ;35;WINNY               ;352;Winny Ultrat Sec    ;WE4;WE4;110114; WINNY ULT SEC ET 4           ;BOLx10      ;18;88;436;55;431;0;38;0;0;0;0;50;0;0;0;0;0
202001;81;(M.N.R) ING.Y MANUALI  CORTIJO;35;WINNY               ;352;Winny Ultrat Sec    ;WE4;WE4;110114; WINNY ULT SEC ET 4           ;BOLx10      ;18;309;375;657;0;0;27;0;0;552;0;50;0;0;0;0;0
202001;88;BODEGA NAL. DE DEVOLUCIONES   ;35;WINNY               ;352;Winny Ultrat Sec    ;WE4;WE4;110114; WINNY ULT SEC ET 4           ;BOLx10      ;18;1;19;38;0;38;8;12;0;5;0;50;0;0;0;0;0
202001;C7;BOD NAL DE M/CIA NO RECIBIDA  ;35;WINNY               ;352;Winny Ultrat Sec    ;WE4;WE4;110114; WINNY ULT SEC ET 4           ;BOLx10      ;18;120;134;270;-185;0;28;141;0;49;0;50;0;0;0;0;0
202001;C9;BOD M/CIA NO RECIBIDA YUMBO   ;35;WINNY               ;352;Winny Ultrat Sec    ;WE4;WE4;110114; WINNY ULT SEC ET 4           ;BOLx10      ;18;18;0;168;-162;0;12;0;0;0;0;50;0;0;0;0;0
202002;1;TECNOQUIMICAS YUMBO           ;35;WINNY               ;352;Winny Ultrat Sec    ;WE1;WE1;110008;WINNY ULT SEC ET 1            ;PCAx18BOLx10;1;371;883;460;497;0;295;2;0;0;0;55;0;0;0;0;0
202002;43;(DEV) ING.Y MANUALID. CORTIJO ;35;WINNY               ;352;Winny Ultrat Sec    ;WE1;WE1;110008;WINNY ULT SEC ET 1            ;PCAx18BOLx10;1;3;1;3;0;0;1;0;0;0;0;55;0;0;0;0;0
